Name,EIN,Category,Telephone,Address,City,State,Website,Facebook,Twitter,Income,Assests
stars community development corporation ,27-2581021,Human Services - Multipurpose and Other,N/A, 1555 E FLAMINGO RD STE 125  89119-5259,las vegas,Nevada,http://starsmovement.info/,,,$0.00,$0.00
stars and stripes foundation ,38-3984993,"Public, Society Benefit - Multipurpose and Other",N/A, 6817 UNICORN ST  89131-2774,las vegas,Nevada,http://www.starsandstripesfoundation,,,$0.00,$0.00
starlight sanctuary inc ,45-3189625,Animal-Related,N/A, PO BOX 1784  89446-1784,winnemucca,Nevada,,,,"$25,260.00","$2,240.00"
stargate life foundation ,46-3523752,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 204 W SPEAR ST STE S-282  89703-4160,carson city,Nevada,,,,$0.00,"$7,730.00"
stewart community church 3913,23-7437680,Church synagogue etc,N/A, SNYDER AVE AND WAPAISHONE  89701-0000,carson city,Nevada,,,,$0.00,$0.00
steven chase well & street associaton ,81-3669352,"Community Improvement, Capacity Building",N/A, 8850 STEVEN CHASE CT  89149-3212,las vegas,Nevada,,,,$0.00,$0.00
steve and deana campbell family foundation ,26-1522911,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 7912 W SAHARA AVE  89117-1990,las vegas,Nevada,,,,"$129,395.00","$128,995.00"
steptoe valley trap skeet and target inc ,81-3694361,Youth Development,N/A, PO BOX 335  89319-0335,ruth,Nevada,,,,$0.00,$0.00
steps to new freedom ,88-0503207,"Mental Health, Crisis Intervention",N/A, 210 MARSH AVE STE 100  89509-1698,reno,Nevada,,,,"$340,810.00","$199,352.00"
stephen and pamela thornefoundation ,26-0276194,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 621 MAJESTIC RIM DR  89012-5844,henderson,Nevada,,,,"$542,895.00","$2,457,592.00"
step i inc ,88-0283683,Human Services - Multipurpose and Other,N/A, 1015 N SIERRA ST  89503-3722,reno,Nevada,,,,"$393,976.00","$1,168,471.00"
step 2 step 2,94-3025207,Nursing or convalescent home,N/A, 3700 SAFE HARBOR WAY  89512-1137,reno,Nevada,,,,"$2,270,139.00","$10,165,664.00"
stemspire foundation ,45-4281937,Educational Institutions and Related Activities,N/A, 681 SIERRA ROSE DRIVE SUITE B  89511-2060,reno,Nevada,http://www.stemspire.com,,,$0.00,$0.00
stellar living enterprises inc ,45-4921256,Health - General and Rehabilitative,N/A, 3651 LINDELL RD STE B  89103-1200,las vegas,Nevada,mailto:stellarlivingenterprises@gmail.com,,,"$157,697.00","$6,782.00"
steinberg family foundation ,88-0509331,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 7301 PEAK DR STE 200  89128-9308,las vegas,Nevada,,,,"$239,124.00","$143,934.00"
storm baseball club ,45-1619442,"Recreation, Sports, Leisure, Athletics",N/A, 6637 ALMA WHITE ST  89110-2878,las vegas,Nevada,,,,$0.00,$0.00
storey county senior citizens center ,94-2811382,Human Services - Multipurpose and Other,N/A, PO BOX 786  89440-0786,virginia city,Nevada,,,,"$197,667.00","$33,744.00"
stophate educate ,82-1595196,"Diseases, Disorders, Medical Disciplines",N/A, 8037 SAN MATEO ST  89085-2304,n las vegas,Nevada,,,,$0.00,$0.00
stop it foundation ,47-3644640,Youth Development,N/A, 7501 APPLE CIDER ST  89131-8116,las vegas,Nevada,,,,$0.00,$0.00
stop dui inc ,88-0312216,"Crime, Legal-Related",N/A, 302 TIN STREE  89015-0000,henderson,Nevada,,,,"$150,059.00","$4,464.00"
stone soup project ,46-0794359,Human Services - Multipurpose and Other,N/A, 5175 CAMINO AL NORTE STE 100  89031-2408,n las vegas,Nevada,,,,$0.00,$0.00
stillwater foundation inc ,20-3790741,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 868  89504-0868,reno,Nevada,,,,"$1,054,571.00","$2,830,218.00"
stillwater firearms association ,01-0815981,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 665  89407-0665,fallon,Nevada,,,,"$71,116.00","$307,865.00"
stillpoint center for spiritual development ,20-1045482,"Religion-Related, Spiritual Development",N/A, 8072 W SAHARA AVE STE D  89117-1974,las vegas,Nevada,,,,"$470,589.00","$366,286.00"
stilettos4change ,46-1052962,Human Services - Multipurpose and Other,N/A, 6490 W DESERT INN RD  89146-6609,las vegas,Nevada,,,,$0.00,$0.00
stewart indian school preservation alliance ,47-5205406,"Community Improvement, Capacity Building",N/A, 10883 RUSHING FLUME DR  89521-4235,reno,Nevada,,,,$0.00,$0.00
streeheat ministries inc ,27-2116206,"Religion-Related, Spiritual Development",N/A, PO BOX 336090  89033-6090,n las vegas,Nevada,,,,"$39,410.00","$40,589.00"
strays no more ,46-3967905,Animal-Related,N/A, PO BOX 531004  89053-1004,henderson,Nevada,http://www.straysnomore.org,,,$0.00,$0.00
strawberry fields animal rescue ,45-4328952,Animal-Related,N/A, PO BOX 6553  89460-4609,gardnerville,Nevada,http://www.strawberryfieldsrescue.com,,,$0.00,$0.00
straight from the streets ,88-0513850,Human Services - Multipurpose and Other,N/A, 2524 CONESTOGA TRL  89108-3712,las vegas,Nevada,,,,"$19,472.00","$99,738.00"
story county jeep posse ,88-0156198,"Public Safety, Disaster Preparedness and Relief",N/A, PO BOX 176  89440-0176,virginia city,Nevada,,,,$0.00,$0.00
strength to move foundation inc ,82-0616623,Human Services - Multipurpose and Other,N/A, 3650 N RANCHO DR STE 104  89130-3151,las vegas,Nevada,,,,$0.00,$0.00
strength for life foundation ,20-4690162,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 502 N DIVISION ST  89703-4103,carson city,Nevada,,,,$1.00,$1.00
street teens a nevada non-profit corporation ,88-0480633,Human Services - Multipurpose and Other,N/A, PO BOX 70478  89170-0478,las vegas,Nevada,,,,"$185,467.00","$640,771.00"
street smart system of self defense inc ,99-0319747,Educational Institutions and Related Activities,N/A, 4480 SIRIUS AVE APT 421  89102-7330,las vegas,Nevada,,,,$0.00,$0.00
street dogz ,47-2517336,Animal-Related,N/A, 8829 COLORFUL PINES AVE  89143-4401,las vegas,Nevada,,,,$0.00,$0.00
storm ov inc ,26-3522069,"Environmental Quality, Protection and Beautification",N/A, PO BOX 278  89003-0278,beatty,Nevada,http://www.storm-ov.org,,,"$41,982.00",$976.00
sturdevant charitable foundation ,88-0281869,School college trade school etc,N/A, 2300 W SAHARA AVE STE 530  89102-4368,las vegas,Nevada,,,,"$4,846.00","$237,799.00"
studio zero inc ,20-3922281,"Religion-Related, Spiritual Development",N/A, 2006 HOLLYWELL ST  89135-3346,las vegas,Nevada,http://studiozero.org,,,$0.00,$0.00
studio place ,80-0667409,"Employment, Job-Related",N/A, 6610 CROWN ROCK CT  89139-6135,las vegas,Nevada,http://www.thestudioplace.org,,,$0.00,$0.00
structural engineers association of southern nevada a non profit pro ,27-2823759,"Community Improvement, Capacity Building",N/A, PO BOX 35081  89133-5081,las vegas,Nevada,http://www.seasn.org,,,$0.00,$0.00
stronger than your limitations project ,81-4875379,,N/A, 9545 VETERANS CT  89148-4632,las vegas,Nevada,,,,$0.00,$0.00
strong tower ministries ,75-3015872,"Religion-Related, Spiritual Development",N/A, 1509 GREG ST  89431-5915,sparks,Nevada,,,,"$34,412.00",$0.00
strong arm foundation corp ,46-5076700,Youth Development,N/A, 401 S 4TH STSTE 180  89101-0000,las vegas,Nevada,http://strongarmfoundation.org,,,$0.00,$0.00
stroke free zone ,81-1267963,"Diseases, Disorders, Medical Disciplines",N/A, 8325 SLIP POINT AVE  89147-4877,las vegas,Nevada,http://strokefreezone.org,,,$0.00,$0.00
strike three vipers inc ,46-1559401,"Recreation, Sports, Leisure, Athletics",N/A, 2770 THOMASVILLE AVE  89052-0000,henderson,Nevada,,,,$0.00,$0.00
stress and grief relief inc ,95-4722033,"Mental Health, Crisis Intervention",N/A, 443 PRIMROSE LN  89027-6240,mesquite,Nevada,http://stressandgriefrelief.com,,,$0.00,$0.00
strengthen the pack ,47-4942844,Educational Institutions and Related Activities,N/A, 2265 EASTLAKE BLVD  89704-9723,washoe valley,Nevada,,,,"$51,857.00","$10,274.00"
summerlin evangelical lutheran church 1315,88-0263394,Church synagogue etc,N/A, 1911 PUEBLO VISTA DR  89128-2727,las vegas,Nevada,,,,$0.00,$0.00
summerlin eagles athletic legion corp ,81-1005682,"Recreation, Sports, Leisure, Athletics",N/A, 8820 W RUSSELL RD STE 155  89148-1264,las vegas,Nevada,,,,$0.00,$0.00
summerlin council ,86-0876656,Community promotion,N/A, 1910 SPRING GATE LN  89134-6213,las vegas,Nevada,,,,"$9,536,209.00","$3,169,858.00"
summerlin community association ,88-0263084,Homeowners association,N/A, 2120 SNOW TRL  89134-6709,las vegas,Nevada,,,,"$10,616,192.00","$9,553,622.00"
summerlin childrens forum ,86-0888422,Educational Institutions and Related Activities,N/A, 10801 W CHARLESTON BLVD THIRD FLOOR  89135-1200,las vegas,Nevada,,,,"$52,171.00","$153,898.00"
summerlin academy inc ,26-2164291,Educational Institutions and Related Activities,N/A, PO BOX 60327  89160-0327,las vegas,Nevada,,,,$0.00,$0.00
sumi laetz fund incorporated ,88-0347440,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 6693 TURINA RD  89146-6551,las vegas,Nevada,,,,"$27,682.00","$291,094.00"
sukkat shalom inc ,27-2818244,"Arts, Culture and Humanities",N/A, 561 KEYSTONE AVE  89503-4304,reno,Nevada,http://milkandhoney.camp,,,$0.00,$0.00
suicide prevention network ltd ,73-1646702,"Mental Health, Crisis Intervention",N/A, 1625 STATE ROUTE 88 STE 203  89423-4624,minden,Nevada,,,,"$223,491.00","$28,906.00"
sugarland ranch inc ,88-0481591,Animal-Related,N/A, 3510 MATTERHORN BLVD  89506-5432,reno,Nevada,,,,"$353,604.00","$19,044.00"
success nevada ,90-1069368,"Community Improvement, Capacity Building",N/A, 500 DAMONTE RANCH PKWY STE 1008  89521-5968,reno,Nevada,,,,$30.00,"$18,955.00"
sun city summerlin charities inc ,88-0348295,Human Services - Multipurpose and Other,N/A, 10362 SUN CITY BLVD  89134-7528,las vegas,Nevada,,,,$0.00,$0.00
summit stix ,47-1246642,"Recreation, Sports, Leisure, Athletics",N/A, 408 LACY LN  89107-3220,las vegas,Nevada,http://www.summitstix.org,,,$0.00,$0.00
summit foundation ,45-3629861,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 531058  89053-1058,henderson,Nevada,,,,$0.00,$0.00
summit community health foundation ,47-3065190,"Mental Health, Crisis Intervention",N/A, 3017 W DHCARLESTON BLVD STE 70  89103-0000,las vegas,Nevada,,,,$0.00,$1.00
summit christian church summit ridge christian school,88-0408725,"Religion-Related, Spiritual Development",N/A, 7075 PYRAMID WAY  89436-6665,sparks,Nevada,,,,$0.00,$0.00
summerlin west community association ,88-0493352,"Community Improvement, Capacity Building",N/A, 1980 FESTIVAL PLAZA DR STE 340  89135-2930,las vegas,Nevada,,,,"$4,026,661.00","$3,681,049.00"
summerlin south little league ,20-5612300,Youth Development,N/A, 2775 DESERT MARIGOLD LN  89135-2332,las vegas,Nevada,,,,"$400,800.00","$44,464.00"
summerlin south community association ,86-0876658,"Housing, Shelter",N/A, 1980 FESTIVAL PLAZA DR STE 340  89135-2930,las vegas,Nevada,,,,"$7,111,152.00","$6,131,384.00"
summerlin minyan project ,47-4869144,"Religion-Related, Spiritual Development",N/A, 2428 LA SEYNE CT  89128-2807,las vegas,Nevada,,,,$0.00,$0.00
summerlin medical center auxiliary ,23-2873021,Health - General and Rehabilitative,N/A, 657 N TOWN CENTER DR  89144-6367,las vegas,Nevada,,,,$0.00,$0.00
summerlin foursquare church ,26-0065703,Camp,N/A, 6344 W SAHARA AVE  89146-3035,las vegas,Nevada,,,,$0.00,$0.00
sunrise mountain ministries of apostolic faith ,88-0501790,"Religion-Related, Spiritual Development",N/A, 5670 S PECOS RD  89120-1960,las vegas,Nevada,,,,$0.00,$0.00
sunrise community outreach center ,45-3604879,"Recreation, Sports, Leisure, Athletics",N/A, 745 N NELLIS BLVD STE 4  89110-5380,las vegas,Nevada,,,,$0.00,$0.00
sunrise clinics ,81-4031272,Health - General and Rehabilitative,N/A, 7655 GOLDEN LANTERN CT  89139-5331,las vegas,Nevada,,,,$0.00,$0.00
sunrise childrens foundation ,88-0306804,Unknown,N/A, 2795 E DESERT INN RD STE 200  89121-3635,las vegas,Nevada,,,,"$13,605,372.00","$5,427,071.00"
sunrise acres water association ,88-0487107,"Mutual/Membership Benefit Organizations, Other",N/A, 35 N 26TH ST  89101-4619,las vegas,Nevada,,,,$0.00,$0.00
sunnyside historical society berg museum,72-1536836,"Arts, Culture and Humanities",N/A, 53241 STATE HWY 376  89045-9759,round mtn,Nevada,,,,$0.00,$0.00
sundays child of nevada inc ,27-3384724,"Public, Society Benefit - Multipurpose and Other",N/A, 6409 SHAWNEE PL  89107-2410,las vegas,Nevada,,,,$0.00,$0.00
sunday assembly las vegas ,47-3761513,Human Services - Multipurpose and Other,N/A, 1651 EAST SUNSET ROAD  89119-4963,las vegas,Nevada,http://sundayassemblylasvegas.org,,,$0.00,$0.00
sun-rise community services inc ,81-5244492,"Mental Health, Crisis Intervention",N/A, 3530 E FLAMINGO RD STE 100  89121-5091,las vegas,Nevada,,,,$0.00,$0.00
sun valley cal ripken babe ruth league sun valley cal ripken baseball,45-4586512,"Recreation, Sports, Leisure, Athletics",N/A, 5360 CORRAL DR  89433-7817,sun valley,Nevada,http://www.sunvalleyouthball.com,,,$0.00,$0.00
sun valley bingo center ,80-0882807,Human Services - Multipurpose and Other,N/A, 5731 SIDEHILL DR  89433-7329,sun valley,Nevada,,,,$0.00,$0.00
supreme temple pythian sisters 11 calanthe,23-7562334,Fraternity or sorority,N/A, 920 RED FALCON WAY  89441-8868,sparks,Nevada,,,,$0.00,$0.00
supreme emblem club of the united states of america inc reno emblem club 372,88-6005560,Gifts grants or loans to other organizations,N/A, PO BOX 12274  89510-2274,reno,Nevada,,,,$0.00,$0.00
supreme emblem club of the united states of america inc 507 carson city,94-2495751,Gifts grants or loans to other organizations,N/A, PO BOX 2467  89702-2467,carson city,Nevada,,,,$0.00,$0.00
supreme emblem club of the united states of america inc 114 las vegas,88-6008094,Gifts grants or loans to other organizations,N/A, PO BOX 26595  89126-0595,las vegas,Nevada,,,,$0.00,$0.00
supreme emblem club of the united states of america 427 north las vegas,23-7006893,Scholarships other,N/A, PO BOX 363594  89036-7594,n las vegas,Nevada,,,,$0.00,$0.00
supreme assembly of the social order of the beauceant 207,23-7260635,Fraternal Beneficiary society order or association,N/A, 6616 BURGUNDY WAY  89107-3377,las vegas,Nevada,,,,$0.00,$0.00
supporting underprivileged americans inc supa,46-4108221,Human Services - Multipurpose and Other,N/A, 6955 N DURANGO DR  89149-4411,las vegas,Nevada,,,,$0.00,$0.00
support outreach services ,81-1131580,Human Services - Multipurpose and Other,N/A, 9057 PURE SAPPHIRE CT  89149-0602,las vegas,Nevada,,,,$0.00,$0.00
supernaturalized ministries of god ,47-1599499,"Religion-Related, Spiritual Development",N/A, PO BOX 750744  89136-0744,las vegas,Nevada,http://supernaturalizedministriesofgod.org,,,$0.00,$0.00
sunshine outreach foundation ,56-2585770,"International, Foreign Affairs and National Security",N/A, PO BOX 31074  89173-1074,las vegas,Nevada,http://Sunshine Outreach Foundation,,,$0.00,$0.00
sunrise of hope foundation ,27-2931225,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 204 W SPEAR ST  89703-4160,carson city,Nevada,,,,$304.00,$10.00
sustainable tahoe ,38-3815121,"Environmental Quality, Protection and Beautification",N/A, PO BOX 3206  89450-3206,incline vlg,Nevada,http://www.sustaintahoe.org,,,$0.00,$0.00
sustainable nevada ,46-5123762,"Environmental Quality, Protection and Beautification",N/A, 1690 WESLEY DR  89503-2333,reno,Nevada,,,,$0.00,"$2,304.00"
sustainable energy initiative ,81-5387501,"Environmental Quality, Protection and Beautification",N/A, 10580 N MCCARRAN BLVD STE 115  89503-1896,reno,Nevada,,,,$0.00,$0.00
susanne & gloria young foundation ,26-3617880,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 510 W PLUMB LN STE B  89509-3693,reno,Nevada,,,,"$46,193.00","$1,386,458.00"
susan greenspun fine family foundation ,26-2869122,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 2360 CORPORATE CIR STE 330  89074-7707,henderson,Nevada,,,,"$25,127.00","$14,757.00"
survivor divers inc ,82-1039310,"Recreation, Sports, Leisure, Athletics",N/A, 9101 ALTA DR UNIT 306  89145-8507,las vegas,Nevada,,,,$0.00,$0.00
surrender ministry ,20-5866686,"Religion-Related, Spiritual Development",N/A, 8124 CHURCH STEEPLE ST  89131-0223,las vegas,Nevada,http://surrenderministry.org,,,$0.00,$0.00
sure foundation ministries inc ,88-0248375,,N/A, 6437 BRISTOL WAY  89107-3442,las vegas,Nevada,,,,$0.00,$0.00
sur meditation center ,81-3499035,"Mental Health, Crisis Intervention",N/A, 1610 E CHARLESTON BLVD STE 140  89104-1847,las vegas,Nevada,,,,$0.00,$0.00
supreme temple pythian sisters 20 clover,23-7562339,Fraternity or sorority,N/A, 920 RED FALCON WAY  89441-8868,sparks,Nevada,,,,$0.00,$0.00
supreme temple pythian sisters 18 mineral,23-7562338,Fraternity or sorority,N/A, 920 RED FALCON WAY  89441-8868,sparks,Nevada,,,,$0.00,$0.00
sweet children foundation ,27-2292718,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 204 WEST SPEAR STREET ROOM S212  89703-4160,carson city,Nevada,,,,"$3,879.00","$1,574.00"
sweet baboo sailing club ,81-2930342,"Recreation, Sports, Leisure, Athletics",N/A, 4900 CANYON DR  89519-2908,reno,Nevada,,,,$0.00,$0.00
sweet adelines international lucky lady showtime,47-3279742,"Arts, Culture and Humanities",N/A, 1313 VENTURA HILLS ST  89144-1237,las vegas,Nevada,,,,$0.00,$0.00
sweet adelines international high desert harmony,84-1616002,"Arts, Culture and Humanities",N/A, 816 CHRISTINA CIR  89436-0649,sparks,Nevada,http://highdesertharmony.net,,,$0.00,$0.00
sweet adelines international celebrity city,86-6005068,Other cultural or historical activities,N/A, PO BOX 13874  89112-1874,las vegas,Nevada,,,,"$56,362.00","$18,651.00"
swedish womens educational association las vegas,88-0357125,Other cultural or historical activities,N/A, 2610 CREEKVIEW CT  89117-2600,las vegas,Nevada,,,,$0.00,$0.00
sw compliance & safety training institute ,82-2639078,Educational Institutions and Related Activities,N/A, 820 S VALLEY VIEW BLVD  89107-4411,las vegas,Nevada,,,,$0.00,$0.00
svet foundation for the human being ,45-3132051,Human Services - Multipurpose and Other,N/A, 204 W SPEAR ST STE S243  89703-4160,carson city,Nevada,,,,$100.00,$400.00
suzanne and daniel r lee family foundation ,46-4371982,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, 1909 SOARING CT  89134-6107,las vegas,Nevada,,,,$12.00,"$45,653.00"
suz power of one ,81-3400127,Human Services - Multipurpose and Other,N/A, 2390 ERIN DRIVE  89434-0000,sparks,Nevada,,,,$0.00,$0.00
sutro elementary school mustang booster club ,88-0364347,Educational Institutions and Related Activities,N/A, 190 DAYTON VILLAGE PKWY  89403-9401,dayton,Nevada,,,,$0.00,$0.00
syn shop ,45-4657308,"Arts, Culture and Humanities",N/A, 1075 AMERICAN PACIFIC DR STE C  89074-8762,henderson,Nevada,,,,$0.00,$0.00
symphony park master association inc ,27-1958496,"Environmental Quality, Protection and Beautification",N/A, 495 SOUTH MAIN STREET 6TH FLOOR  89101-6318,las vegas,Nevada,,,,"$24,696.00","$1,348,863.00"
symbotica entertainment ,81-1185577,Animal-Related,N/A, 4325 W PATRICK LN STE 145  89118-6863,las vegas,Nevada,,,,$0.00,$0.00
symbolic art central inc ,75-3192589,"Religion-Related, Spiritual Development",N/A, 9151 PINEWOOD HILLS DR ROOM 401  89134-6086,las vegas,Nevada,,,,"$293,289.00","$25,809.00"
sycamore fund ,13-3636179,Gifts grants or loans to other organizations,N/A, 10 WOOD CREEK CT  89141-6059,las vegas,Nevada,,,,"$64,293.00","$629,452.00"
synergistic cosmic enterprises foundation ,88-0359624,Human Services - Multipurpose and Other,N/A, PO BOX 371180  89137-1180,las vegas,Nevada,,,,$0.00,$1.00
swope middle school parent faculty association swope pfa,81-1330133,Educational Institutions and Related Activities,N/A, 901 KEELE DR  89509-2381,reno,Nevada,http://www.swopepfa.org,,,$0.00,$0.00
swim las vegas ,26-4496345,Educational Institutions and Related Activities,N/A, 1228 BURGUNDY DR  89002-8607,henderson,Nevada,,,,$0.00,$0.00
swift newspapers inc employee benefits trust ,88-0160568,Sick accident death or similar benefits,N/A, 580 MALLORY WAY  89701-5360,carson city,Nevada,,,,"$3,232,498.00","$329,487.00"
sweetwater christian fellowship ,45-4088349,"Religion-Related, Spiritual Development",N/A, 60 GARMS CIR  89430-9411,smith,Nevada,,,,$0.00,$0.00
sweet justice inc ,46-2965206,"Crime, Legal-Related",N/A, 562 KEYSTSONE AVENUE STE 487  89503-0000,reno,Nevada,http://www.sweet-justice.org,,,$0.00,$0.00
tahoe chamber music society ,23-7417583,Cultural performances,N/A, 948 INCLINE WAY  89451-9527,incline vlg,Nevada,http://www.tahoechambermusic.org,,,"$14,701.00","$4,193.00"
tahoe arts alliance ,81-3335950,"Arts, Culture and Humanities",N/A, PO BOX 5554  89449-5554,stateline,Nevada,,,,$0.00,$0.00
tactical team for the protection of animals all ttpa ,47-4418897,Animal-Related,N/A, 3930 BRANT ST  89508-8465,reno,Nevada,,,,"$5,966.00",$1.00
tactical fc ,47-1079427,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 530155  89053-0155,henderson,Nevada,http://www.tacticalfc.com,,,$0.00,$0.00
tach international inc ,36-4783710,"Arts, Culture and Humanities",N/A, 131 W PUEBLO ST APT 2  89509-2881,reno,Nevada,,,,"$1,094.00",$0.00
table 8 productions inc ,46-5303871,"Arts, Culture and Humanities",N/A, 1905 FRANKLIN AVE  89104-1917,las vegas,Nevada,http://www.majesticrepertory.com,,,$0.00,$0.00
tabernacle of prayer healing and deliverance ministries intl inc ,81-4956736,,N/A, 2606 S DURANGO DR APT 276  89117-2656,las vegas,Nevada,,,,$0.00,$0.00
tabernacle of faith non denomination church ,88-0295486,"Religion-Related, Spiritual Development",N/A, 2030 YALE ST  89030-6700,n las vegas,Nevada,,,,$0.00,$0.00
t j mahoney and associates inc ,84-0681412,"Mental Health, Crisis Intervention",N/A, 8068 W SAHARA AVE STE E  89117-1973,las vegas,Nevada,,,,"$3,111,518.00","$2,656,542.00"
t black entertainment inc ,47-1731912,Youth Development,N/A, 6571 CLEAR PEAK CT  89156-3720,las vegas,Nevada,,,,$0.00,$0.00
synergy empowerment center ,47-2712537,,N/A, 928 S VALLEY VIEW BLVD  89107-4416,las vegas,Nevada,,,,$0.00,$0.00
tahoe rim trail association ,94-2789846,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 3267  89449-3267,stateline,Nevada,,,,"$1,161,351.00","$2,105,552.00"
tahoe prosperity center ,45-3559172,"Community Improvement, Capacity Building",N/A, 948 INCLINE WAY  89451-9527,incline vlg,Nevada,http://tahoeprosperity.org,,,"$176,120.00","$100,329.00"
tahoe institute for natural science ,27-2379984,"Environmental Quality, Protection and Beautification",N/A, 948 INCLINE WAY  89451-9527,incline vlg,Nevada,http://www.TINSweb.org,,,"$252,448.00","$151,599.00"
tahoe incline golf club ,88-0237194,Other sports club,N/A, PO BOX 4327  89450-4327,incline vlg,Nevada,,,,"$104,007.00","$11,922.00"
tahoe foundation ,26-0557284,"Arts, Culture and Humanities",N/A, PO BOX 3600  89450-3600,incline vlg,Nevada,http://www.tahoefoundation.com,,,$0.00,$0.00
tahoe family solutions inc ,88-0326582,Youth Development,N/A, 774 MAYS BLVD STE 13  89451-9632,incline vlg,Nevada,,,,"$652,582.00","$198,590.00"
tahoe douglas senior center inc ,88-0218389,Community center,N/A, PO BOX 1771  89448-1771,zephyr cove,Nevada,,,,$0.00,$0.00
tahoe douglas rotary club foundation ,27-1257784,Educational Institutions and Related Activities,N/A, PO BOX 533  89448-0533,zephyr cove,Nevada,,,,"$97,593.00","$159,962.00"
tahoe douglas fire protection district post-retirement plan & tr ,45-1290168,"Mutual/Membership Benefit Organizations, Other",N/A, PO BOX 919  89448-0919,zephyr cove,Nevada,,,,"$1,437,935.00","$8,194,842.00"
tahoe community church tahoe douglas christian preschool,88-0189437,"Religion-Related, Spiritual Development",N/A, PO BOX 6598  89449-6598,stateline,Nevada,,,,$0.00,$0.00
tahoe childrens foundation inc ,88-0503036,Human Services - Multipurpose and Other,N/A, PO BOX 3074  89450-3074,incline vlg,Nevada,,,,"$177,518.00","$118,625.00"
taking back hope inc ,20-8329863,"Mental Health, Crisis Intervention",N/A, 4045 SPENCER ST STE A58  89119-5282,las vegas,Nevada,,,,$0.00,$0.00
tait russell foundation ,20-3101203,Human Services - Multipurpose and Other,N/A, 9120 DOUBLE DIAMOND PKWY STE T359  89521-4842,reno,Nevada,,,,$0.00,$0.00
tails of the forgotten - serving the las vegas area and beyond ,81-1447070,Animal-Related,N/A, 3309 SPECKLE SUMMER PL UNIT 2  89084-3315,n las vegas,Nevada,http://tailsoftheforgottenlv.com,,,$0.00,$0.00
tails of nye county ,45-4791572,Animal-Related,N/A, 1801 DUPONT DR  89060-3403,pahrump,Nevada,,,,$0.00,$0.00
tails end inc ,26-1424911,Animal-Related,N/A, PO BOX 3215  89041-3215,pahrump,Nevada,,,,"$122,785.00",$488.00
tahoe-pyramid bikeway inc ,55-0895667,"Recreation, Sports, Leisure, Athletics",N/A, 4790 CAUGHLIN PKWY 138  89519-0907,reno,Nevada,,,,"$204,887.00","$212,745.00"
tahoe-douglas elks lodge no 2670 home corporation ,88-0447258,"Community Improvement, Capacity Building",N/A, PO BOX 143  89423-0143,minden,Nevada,,,,"$10,234.00","$1,779,269.00"
tahoe yacht club foundation inc ,88-0317781,"Philanthropy, Voluntarism and Grantmaking Foundations",N/A, PO BOX 17956  89511-1034,reno,Nevada,,,,"$336,109.00","$137,827.00"
tahoe youth sports association inc ,46-4295936,Youth Development,N/A, PO BOX 2615  89449-2615,stateline,Nevada,,,,$0.00,$0.00
tahoe truckee lacrosse association inc ,26-2377488,"Recreation, Sports, Leisure, Athletics",N/A, PO BOX 5937  89450-5937,incline vlg,Nevada,,,,"$61,881.00","$106,950.00"
tahoe sierra clean air coalition ,47-1901060,"Environmental Quality, Protection and Beautification",N/A, 9190 DOUBLE DIAMOND PKWY  89521-4842,reno,Nevada,,,,$0.00,$0.00
tau beta pi association inc nevada alpha chapter,23-7388378,Nursery school,N/A, 1664 N VIRGINIA ST  89557-0001,reno,Nevada,,,,$0.00,$0.00
tatanka wanbli society ,20-2775898,Human Services - Multipurpose and Other,N/A, PO BOX 5016  89432-5016,sparks,Nevada,,,,$0.00,$0.00
task force guardian angel ,82-0886284,Human Services - Multipurpose and Other,N/A, 5624 SHADOW BEND DR  89135-1224,las vegas,Nevada,,,,$0.00,$0.00
tarkanian basketball academy inc ,57-1151598,"Recreation, Sports, Leisure, Athletics",N/A, 2730 S RANCHO DR  89102-6400,las vegas,Nevada,,,,"$612,245.00","$533,698.00"
tark toy drive ,81-1542414,Human Services - Multipurpose and Other,N/A, 3008 CAMPBELL CIR  89107-3214,las vegas,Nevada,,,,$0.00,$0.00
tapping teachers dance company ,06-1782412,"Arts, Culture and Humanities",N/A, 3583 MIDDLEBURY AVE  89121-3524,las vegas,Nevada,http://tapping Teachers dance Company,,,$0.00,$0.00
tang industries inc employees welfare plan and trust ,36-3288421,Sick accident death or similar benefits,N/A, 8960 SPANISH RIDGE AVE  89148-1321,las vegas,Nevada,,,,"$11,926,490.00","$364,947.00"
